Date;Filière;Valeur (TWh)
2019-07;"Production totale";40,48
2019-08;"Production totale";37,56
2019-09;"Production totale";37,52
2019-10;"Production totale";41,03
2019-11;"Production totale";45,8
2019-12;"Production totale";51,1
2020-01;"Production totale";54,61
2020-02;"Production totale";50,67
2020-03;"Production totale";47,93
2020-04;"Production totale";36,83
2020-05;"Production totale";37,64
2020-06;"Production totale";34,48
2020-07;"Production totale";34,47
2020-08;"Production totale";33,54
2020-09;"Production totale";32,16
2020-10;"Production totale";41,72
2020-11;"Production totale";45,1
2020-12;"Production totale";50,62
2021-01;"Production totale";55,38
2021-02;"Production totale";46,91
2021-03;"Production totale";47,52
2021-04;"Production totale";39,51
2021-05;"Production totale";41,38
2021-06;"Production totale";39,21
2021-07;"Production totale";40,51
2021-08;"Production totale";39,14
2021-09;"Production totale";38,48
2021-10;"Production totale";41,77
2021-11;"Production totale";44,35
2021-12;"Production totale";48,32
2022-01;"Production totale";52,15
2022-02;"Production totale";45,57
2022-03;"Production totale";42,5
2022-04;"Production totale";36,51
2022-05;"Production totale";33,88
2022-06;"Production totale";31,62
2022-07;"Production totale";30,82
2022-08;"Production totale";29,04
2022-09;"Production totale";28,94
2022-10;"Production totale";32,75
2022-11;"Production totale";36,72
2022-12;"Production totale";44,98
2023-01;"Production totale";48,97
2023-02;"Production totale";43,21
2023-03;"Production totale";42,62
2023-04;"Production totale";38,52
2023-05;"Production totale";39,11
2023-06;"Production totale";36,05
2023-07;"Production totale";36,94
2023-08;"Production totale";35,68
2023-09;"Production totale";37,15
2023-10;"Production totale";40,27
2023-11;"Production totale";45,41
2023-12;"Production totale";50,73
